refdes,pin,voltage,current
X2,6,1.8,9.99998e-05
DA1,3,0.0,0.0
DA1,8,0.0,0.0
DA1,28,0.0,0.0
DA1,35,0.0,0.0
DA1,42,0.0,0.0
DA1,46,0.0,0.0
DA1,49,0.0,0.0
X1,1,1.79999,0.0
DA1,9,1.79999,-4.92479e-05
DA1,36,1.79999,-5.07517e-05
